音楽を<聞きた>。	音楽を(聞いた)。
<昨日はあついでした>。	(昨日はあつかった)。
<昨日はあついでした>。	(昨日はあつかったです)。
<昨日であつかった>。	(昨日はあつかった)。
漢字をたくさん<読めるです>。	漢字をたくさん(読めます)。
<忙しかったでしたから>、宿題をしませんでした。	(忙しかったから)、宿題をしませんでした。
つぎ、<プラスチックのほうがコンパクトです>。	つぎ、(プラスチックのほうはコンパクトです)。
<つぎ、プラスチックのほうがコンパクトです>。	(つぎに、プラスチックのほうがコンパクトです)。
<田中さんはすしを食べますが、私も食べます>。	(田中さんも私もすしを食べます)。
<このと言う食べ物>はカレーライス。	(この食べ物)はカレーライス。
<このと言う食べ物はカレーライス>。	(これはカレーライスと言う食べ物です)。
立ったり、<すわってします>。	立ったり、(すわったりします)。
英語で<話すはいいですか>。	英語で(話してもいいですか)。
友達と<ビデオゲームを遊びました>。	友達と(ビデオゲームをしました)。
この方向には<行かれません>。	この方向には(行けません)。
たくさん<食べるください>。	たくさん(食べてください)。
明日クラスに<くるない>つもりです。	明日クラスに(こない)つもりです。
私の髪の毛は<黒いがあります>。	私の髪の毛は(黒いです)。
あの人のおとうさんを<知っていません>。	あの人のおとうさんを(知りません)。
友達を<連れてくて>、あそびました。	友達を(連れてきて)、あそびました。
パーティーに<来るください>。	パーティーに(来てください)。
私は<ギターがあたらしい歌>を勉強しました。	私は(ギターのあたらしい歌)を勉強しました。
<私はギターがあたらしい歌を勉強しました>。	(私はギターであたらしい歌を勉強しました)。
子どものとき、この池で白鳥を<見ることがあります>。	子どものとき、この池で白鳥を(見たことがあります)。
生物の先生は<たくさん宿題をあげました>。	生物の先生は(たくさんの宿題をあげました)。
<生物の先生はたくさん宿題をあげました>。	(生物の先生はたくさん宿題をくれました)。
今日クラスを<やすみていいですか>。	今日クラスを(やすんでもいいですか)。
<難しいのしけん>が本当に嫌いです。	(難しいしけん)が本当に嫌いです。
あきら君とメアリーさん<しか来ていました>。	あきら君とメアリーさん(しか来ていませんでした)。
先生に<会うませんでした>。	先生に(会いませんでした)。
今年のへやは<くらくないだから>好きです。	今年のへやは(くらくないから)好きです。
家に<ねこがあります>。	家に(ねこがいます)。
友達から<プレゼントをくださいました>。	友達から(プレゼントをもらいました)。
<友達からプレゼントをくださいました>。	(友達がプレゼントをくださいました)。
明日のパーティーのために、ジュースを<買ってあります>。	明日のパーティーのために、ジュースを(買っておきます)。
<明日のパーティーのために、ジュースを買ってあります>。	(明日のパーティーのために、ジュースが買ってあります)。
田中さんを<ご存知じゃありません>。	田中さんを(存知あげません)。
駅は<あれにあります>。	駅は(あそこにあります)。
<きのうは日曜日ので>、公園はとてもこんでいました。	(きのうは日曜日だったので)、公園はとてもこんでいました。
手紙を<書きますときに>、漢字が書けません。	手紙を(書くときに)、漢字が書けません。
<赤ほん>を持っています。	(赤いほん)を持っています。
木曜日じゃ<なかたです>。	木曜日じゃ(なかったです)。
木曜日じゃ<なかったでした>。	木曜日じゃ(なかったです)。
木曜日<じゃなかったでした>。	木曜日(じゃありませんでした)。
田中さんは来ますが、私は<来ませんでした>。	田中さんは来ますが、私は(来ません)。
<田中さんは来ますが、私は来ませんでした>。	(田中さんは来ましたが、私は来ませんでした)。
ニューヨークのおばあさんに<見に行きました>。	ニューヨークのおばあさんに(会いに行きました)。
